module,genome_name,db_name,module_name,module_class,module_category,module_subcategory,module_definition,stepwise_module_completeness,stepwise_module_is_complete,pathwise_module_completeness,pathwise_module_is_complete,proportion_unique_enzymes_present,enzymes_unique_to_module,unique_enzymes_hit_counts,enzyme_hits_in_module,gene_caller_ids_in_module,warnings
M00089,P1211_Sourdough_BE,P1211_Sourdough_BE,Triacylglycerol biosynthesis,Pathway modules,Lipid metabolism,Lipid metabolism,"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)",0.25,False,0.25,False,1.0,K00655,1,K00655,923,
M00093,P1211_Sourdough_BE,P1211_Sourdough_BE,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",Pathway modules,Lipid metabolism,Lipid metabolism,"K00981 (K00998,K17103) K01613",0.3333333333333333,False,0.3333333333333333,False,1.0,K00981,1,K00981,914,
M00094,P1211_Sourdough_BE,P1211_Sourdough_BE,Ceramide biosynthesis,Pathway modules,Lipid metabolism,Lipid metabolism,"K00654 K04708 (K04709,K04710,K24621,K24622,K23727,K28195,K28194) K04712",0.25,False,0.25,False,,No enzymes unique to module,,"K04708,K04708,K04708","597,184,2139",K04708 is present in multiple modules: M00094/M00099
M00099,P1211_Sourdough_BE,P1211_Sourdough_BE,Sphingosine biosynthesis,Pathway modules,Lipid metabolism,Lipid metabolism,"K00654 K04708 (K04709,K04710,K24621,K24622,K23727,K28195,K28194) K04712 (K01441,K12348,K12349)",0.2,False,0.2,False,,No enzymes unique to module,,"K04708,K04708,K04708","597,184,2139",K04708 is present in multiple modules: M00094/M00099
M00048,P1211_Sourdough_BE,P1211_Sourdough_BE,"De novo purine biosynthesis, PRPP + glutamine => IMP",Pathway modules,Nucleotide metabolism,Purine metabolism,"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))",1.0,True,1.0,True,1.0,"K00602,K00764,K01588,K01589,K01923,K01933,K01945,K11175,K23264,K23265,K23269","1,1,1,2,1,1,1,1,1,1,1","K00602,K00764,K01588,K01589,K01589,K01756,K01923,K01933,K01945,K11175,K23264,K23265,K23269","1458,1461,1467,1466,1693,2115,1465,1460,1457,1459,1464,1463,1462",K01756 is present in multiple modules: M00048/M00049
M00049,P1211_Sourdough_BE,P1211_Sourdough_BE,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",Pathway modules,Nucleotide metabolism,Purine metabolism,"K01939 K01756 (K00939,K18532,K18533,K00944) K00940",1.0,True,1.0,True,1.0,"K00939,K01939","1,1","K00939,K00940,K01756,K01939","1761,342,2115,2116","K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938,K01756 is present in multiple modules: M00048/M00049"
M00050,P1211_Sourdough_BE,P1211_Sourdough_BE,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",Pathway modules,Nucleotide metabolism,Purine metabolism,"K00088 K01951 K00942 (K00940,K18533)",1.0,True,1.0,True,1.0,"K00088,K00942,K01951","1,1,2","K00088,K00940,K00942,K01951,K01951","2054,342,1168,1229,194",K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00053,P1211_Sourdough_BE,P1211_Sourdough_BE,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP",Pathway modules,Nucleotide metabolism,Purine metabolism,"(K00525+K00526,K10807+K10808) (K00940,K18533)",1.0,True,1.0,True,,No enzymes unique to module,,"K00525,K00526,K00940","2254,2255,342","K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938"
M00051,P1211_Sourdough_BE,P1211_Sourdough_BE,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",Pathway modules,Nucleotide metabolism,Pyrimidine metabolism,"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)",0.6666666666666666,False,0.9166666666666666,True,1.0,"K00609,K00762,K01465,K01591,K17828","1,1,1,1,1","K00609,K00762,K01465,K01591,K01955,K01955,K01956,K01956,K01956,K17828","1447,1441,1446,1442,1444,556,1445,557,696,1443","K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978"
M00052,P1211_Sourdough_BE,P1211_Sourdough_BE,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Pathway modules,Nucleotide metabolism,Pyrimidine metabolism,"(K13800,K13809,K09903) (K00940,K18533) K01937",1.0,True,1.0,True,1.0,"K01937,K09903","1,1","K00940,K01937,K09903","342,532,917",K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00938,P1211_Sourdough_BE,P1211_Sourdough_BE,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pathway modules,Nucleotide metabolism,Pyrimidine metabolism,"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943",1.0,True,1.0,True,1.0,"K00560,K00943,K01520","1,1,1","K00525,K00526,K00560,K00940,K00943,K01520","2254,2255,767,342,2246,2276","K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938"
M00020,P1211_Sourdough_BE,P1211_Sourdough_BE,"Serine biosynthesis, glycerate-3P => serine",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"K00058 K00831 (K01079,K02203,K22305,K25528)",0.6666666666666666,False,0.6666666666666666,False,1.0,K00058,2,"K00058,K00058,K00831","1335,308,309",K00831 is present in multiple modules: M00020/M00124
M00018,P1211_Sourdough_BE,P1211_Sourdough_BE,"Threonine biosynthesis, aspartate => homoserine => threonine",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733",1.0,True,1.0,True,1.0,"K00872,K01733","1,1","K00003,K00003,K00133,K00872,K00928,K00928,K01733","2956,2299,2352,2298,2748,2918,1492","K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527"
M00621,P1211_Sourdough_BE,P1211_Sourdough_BE,Glycine cleavage system,Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"(K00281,K00282+K00283) K00605 K00382",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00382,1595,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032
M00975,P1211_Sourdough_BE,P1211_Sourdough_BE,"Betaine degradation, bacteria, betaine => pyruvate",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"K00479+K21832 (((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961) K00600 (K01752,K01754)",0.5,False,0.5,False,1.0,K01752,2,"K00600,K01752,K01752","1868,536,535",K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141
M00033,P1211_Sourdough_BE,P1211_Sourdough_BE,"Ectoine biosynthesis, aspartate => ectoine",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,K00928 K00133 K00836 K06718 K06720,0.4,False,0.4,False,,No enzymes unique to module,,"K00133,K00928,K00928","2352,2748,2918","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527"
M00021,P1211_Sourdough_BE,P1211_Sourdough_BE,"Cysteine biosynthesis, serine => cysteine",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"(K00640,K23304) (K01738,K13034,K17069)",0.5,False,0.5,False,1.0,K00640,1,K00640,354,
M00609,P1211_Sourdough_BE,P1211_Sourdough_BE,"Cysteine biosynthesis, methionine => cysteine",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,K00789 K17462 K01243 K07173 K17216 K17217,0.5,False,0.5,False,1.0,K07173,1,"K00789,K01243,K07173","938,1618,1343","K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034"
M00017,P1211_Sourdough_BE,P1211_Sourdough_BE,"Methionine biosynthesis, aspartate => homoserine => methionine",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)",0.8571428571428571,True,0.8571428571428571,True,1.0,"K00549,K00651,K14155,K24042","3,1,2,1","K00003,K00003,K00133,K00549,K00549,K00549,K00651,K00928,K00928,K14155,K14155,K24042","2956,2299,2352,756,2130,990,2954,2748,2918,1487,2185,989","K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527"
M00034,P1211_Sourdough_BE,P1211_Sourdough_BE,Methionine salvage pathway,Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)",0.25,False,0.3333333333333333,False,1.0,K08969,1,"K00789,K01243,K08969","938,1618,434","K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034"
M00035,P1211_Sourdough_BE,P1211_Sourdough_BE,Methionine degradation,Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)",0.5,False,0.5,False,1.0,K00558,1,"K00558,K00789","2700,938",K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00368,P1211_Sourdough_BE,P1211_Sourdough_BE,"Ethylene biosynthesis, methionine => ethylene",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"K00789 (K01762,K20772) K05933",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00789,938,K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00019,P1211_Sourdough_BE,P1211_Sourdough_BE,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",Pathway modules,Amino acid metabolism,Branched-chain amino acid metabolism,"K01652+(K01653,K11258) K00053 K01687 K00826",0.25,False,0.375,False,,No enzymes unique to module,,"K00826,K01652","1858,2913","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570"
M00570,P1211_Sourdough_BE,P1211_Sourdough_BE,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",Pathway modules,Amino acid metabolism,Branched-chain amino acid metabolism,"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.2,False,0.3,False,,No enzymes unique to module,,"K00826,K01652","1858,2913","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570"
M00036,P1211_Sourdough_BE,P1211_Sourdough_BE,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Pathway modules,Amino acid metabolism,Branched-chain amino acid metabolism,"K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640",0.1666666666666666,False,0.2916666666666667,False,1.0,"K00166,K09699","1,1","K00166,K00382,K00826,K09699","1598,1595,1858,1596","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00826 is present in multiple modules: M00019/M00570/M00036/M00119"
M00016,P1211_Sourdough_BE,P1211_Sourdough_BE,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)",0.7777777777777778,True,0.7777777777777778,True,1.0,K01439,2,"K00133,K00215,K00928,K00928,K01439,K01439,K01586,K01714,K01714,K01778","2352,771,2748,2918,813,2143,638,1432,1572,1621","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527"
M00525,P1211_Sourdough_BE,P1211_Sourdough_BE,"Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586,1.0,True,1.0,True,1.0,"K00841,K05822,K05823","3,1,1","K00133,K00215,K00841,K00841,K00841,K00928,K00928,K01586,K01714,K01714,K01778,K05822,K05823","2352,771,2586,1260,1431,2748,2918,638,1432,1572,1621,2509,2510","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527"
M00526,P1211_Sourdough_BE,P1211_Sourdough_BE,"Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)",0.8333333333333334,True,0.8333333333333334,True,,No enzymes unique to module,,"K00133,K00215,K00928,K00928,K01586,K01714,K01714","2352,771,2748,2918,638,1432,1572","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527"
M00527,P1211_Sourdough_BE,P1211_Sourdough_BE,"Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)",0.8571428571428571,True,0.8571428571428571,True,,No enzymes unique to module,,"K00133,K00215,K00928,K00928,K01586,K01714,K01714,K01778","2352,771,2748,2918,638,1432,1572,1621","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527"
M00032,P1211_Sourdough_BE,P1211_Sourdough_BE,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",Pathway modules,Amino acid metabolism,Lysine metabolism,"K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)",0.0,False,0.0555555555555555,False,,No enzymes unique to module,,K00382,1595,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032
M00028,P1211_Sourdough_BE,P1211_Sourdough_BE,"Ornithine biosynthesis, glutamate => ornithine",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)",0.75,True,0.8,True,1.0,"K00620,K00930","1,1","K00145,K00620,K00930","558,559,560",K00145 is present in multiple modules: M00028/M00845
M00844,P1211_Sourdough_BE,P1211_Sourdough_BE,"Arginine biosynthesis, ornithine => arginine",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"K00611 K01940 (K01755,K14681)",1.0,True,1.0,True,,No enzymes unique to module,,"K00611,K01755,K01940","562,1341,1342","K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978"
M00845,P1211_Sourdough_BE,P1211_Sourdough_BE,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,K22478 K00145 K00821 K09065 K01438 K01940 K01755,0.4285714285714285,False,0.4285714285714285,False,,No enzymes unique to module,,"K00145,K01755,K01940","558,1341,1342","K00145 is present in multiple modules: M00028/M00845,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978"
M00029,P1211_Sourdough_BE,P1211_Sourdough_BE,Urea cycle,Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"K01948 K00611 K01940 (K01755,K14681) K01476",0.6,False,0.6,False,,No enzymes unique to module,,"K00611,K01755,K01940","562,1341,1342","K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978"
M00978,P1211_Sourdough_BE,P1211_Sourdough_BE,Ornithine-ammonia cycle,Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)",0.8333333333333334,True,0.8333333333333334,True,1.0,K01915,1,"K00611,K01755,K01915,K01940,K01955,K01955,K01956,K01956,K01956","562,1341,1139,1342,1444,556,1445,557,696","K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978,K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978"
M00015,P1211_Sourdough_BE,P1211_Sourdough_BE,"Proline biosynthesis, glutamate => proline",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"((K00931 K00147),K12657) K00286",1.0,True,1.0,True,1.0,"K00147,K00931","1,1","K00147,K00286,K00931","150,2309,149",K00286 is present in multiple modules: M00015/M00972
M00972,P1211_Sourdough_BE,P1211_Sourdough_BE,Proline metabolism,Pathway modules,Amino acid metabolism,Arginine and proline metabolism,K00819 K00286 K00318,0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00286,2309,K00286 is present in multiple modules: M00015/M00972
M00026,P1211_Sourdough_BE,P1211_Sourdough_BE,"Histidine biosynthesis, PRPP => histidine",Pathway modules,Amino acid metabolism,Histidine metabolism,"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",0.8333333333333334,True,0.8888888888888888,True,1.0,"K00013,K00765,K00817,K01523,K01693,K01814,K02500,K02501,K02502,K04486","1,1,1,1,1,1,1,1,1,1","K00013,K00765,K00817,K01523,K01693,K01814,K02500,K02501,K02502,K04486","2362,2361,2369,2368,2363,2365,2366,2364,2360,2359",
